,Artist,Song,Popular
1305,Anderson .Paak,Bubblin Remix,0
1306,Anderson .Paak,Lite Weight,0
1307,Anderson .Paak,The Dreamer,0
1308,Anderson .Paak,Reachin' 2 Much,0
1309,Anderson .Paak,Am I Wrong,0
1310,Anderson .Paak,Put Me Thru,0
1311,Flipp Dinero,The Get Back,0
1312,Flipp Dinero,Perry,0
1313,Flipp Dinero,"""Memories",0
1314,Flipp Dinero,"""G'z""",0
1315,Flipp Dinero,Westside,0
1316,Flipp Dinero,Need Me,0
1317,Flipp Dinero,"""No Love""",0
1318,Lewis Capaldi,Headspace,0
1319,Lewis Capaldi,Let It Roll,0
1320,Lewis Capaldi,Love The Hell Out Of You,0
1321,Lewis Capaldi,My birthday song is...,0
1322,Lewis Capaldi,Pointless,0
1323,Lewis Capaldi,Forget Me,0
1324,Lewis Capaldi,Heavenly Kind Of State Of Mind,0
1325,Kate Bush,Mistraldespair,0
1326,Kate Bush,"RELEASED 8th MARCH in UK & Europe, and 22nd MARCH RoW",0
1327,Kate Bush,radio edit still video,0
1328,Kate Bush,Animation,0
1329,Kate Bush,Version 1,0
1330,Kate Bush,16:9 Widescreen,0
1331,Kate Bush,Ad,0
1332,NEIKED,Sexual,0
1333,NEIKED,HDIFY tattoos,0
1334,NEIKED,Gunilla,0
1335,NEIKED,"“Cowboy""",0
1336,NEIKED,Demo,0
1337,NEIKED,Lifestyle,0
1338,NEIKED,‘Best Of Hard Drive’ Album Announce,0
1339,Dua Lipa,Dua Lipa & Angèle – Fever,0
1340,Dua Lipa,Kiss and Make Up,0
1341,Dua Lipa,Fever,0
1342,Dua Lipa,Dance The Night,0
1343,Dua Lipa,Swan Song,0
1344,Dua Lipa,IDGAF,0
1345,Dua Lipa,STUDIO 2054 IS BACK!,0
1346,Lil Nas X,Behind the Scenes,0
1347,Lil Nas X,DEAD RIGHT NOW/MONTERO/INDUSTRY BABY,0
1348,Lil Nas X,INDUSTRY BABY BEHIND THE SCENES,0
1349,Lil Nas X,my label took my phone again :( .....,0
1350,Lil Nas X,Late To Da Party,0
1351,Lil Nas X,Kick It,0
1352,Lil Nas X,Roblox Presents: The Lil Nas X Concert Experience,0
1353,Jason Derulo,Jiggle Jiggle,0
1354,Jason Derulo,Slidin’ – Tuborg Open Mix,0
1355,Jason Derulo,COLORS,0
1356,Jason Derulo,I dressed up as an older heavyset man to see how people would treat me,0
1357,Jason Derulo,Bum Bum Tam Tam Remix,0
1358,Jason Derulo,🤦🏾‍♂️ original: @JoshGatesTV,0
1359,Jason Derulo,Slidin',0
1360,Wizkid,Mighty Wine,0
1361,Wizkid,B. D'OR,0
1362,Wizkid,Ginger,0
1363,Wizkid,WizKid Live Performance 2021,0
1364,Wizkid,Fake Love,0
1365,Wizkid,Blessed,0
1366,Wizkid,Steady,0
1367,Selena Gomez,Rare,0
1368,Selena Gomez,Ring,0
1369,Selena Gomez,Look At Her Now,0
1370,Selena Gomez,Hands To Myself,0
1371,Selena Gomez,Vicio,0
1372,Selena Gomez,Kill Em With Kindness,0
1373,Selena Gomez,My Mind & Me,0
1374,Bomba Estereo,Behind the Scenes,0
1375,Bomba Estereo,Vive Bacano,0
1376,Bomba Estereo,Bosque,0
1377,Bomba Estereo,Raíz,0
1378,Bomba Estereo,FEB 16TH AND 17TH,0
1379,Bomba Estereo,Simón Mejía Remix)[Audio],0
1380,Bomba Estereo,Money Money Money…,0
1381,Gunna,P power,0
1382,Gunna,idk nomore,0
1383,Gunna,fukumean,0
1384,Gunna,It's Just Us,0
1385,Gunna,ca$h $hit,0
1386,Gunna,DS4 1-7-22 #HNY ‼️🅿️✝️💧🔥🤯🙏🏽,0
1387,Gunna,idk that bitch,0
1388,BENEE,DO IT AGAIN,0
1389,BENEE,Night Garden,0
1390,BENEE,Beach Boy,0
1391,BENEE,Blu,0
1392,BENEE,SPRAY PAINTED A HONDA 🚗✳️,0
1393,BENEE,All The Time,0
1394,BENEE,GREEN HONDA HOTTIE CAR WASH ❇️✳️🚛🔋,0
1395,21 Savage,Thug Life,0
1396,21 Savage,Secret,0
1397,21 Savage,Slidin,0
1398,21 Savage,Whole Lot,0
1399,21 Savage,1.5,0
1400,21 Savage,Down Bad,0
1401,21 Savage,Rich Nigga Shit,0
1402,Dove Cameron,Breakfast,0
1403,Dove Cameron,Slow Burn,0
1404,Dove Cameron,Coming Soon,0
1405,Dove Cameron,Bad Idea,0
1406,Dove Cameron,te amo mucho 🥺 #shorts,0
1407,Dove Cameron,We Go Down Together,0
1408,Dove Cameron,Official Audio),0
1409,Moneybagg Yo,Scorpio,0
1410,Moneybagg Yo,F My BM,0
1411,Moneybagg Yo,GO!,0
1412,Moneybagg Yo,Inside Da Bagg: Rolling Loud LA,0
1413,Moneybagg Yo,Blow,0
1414,Moneybagg Yo,Still,0
1415,Moneybagg Yo,Brain Dead,0
1416,Eric Church,Monsters,0
1417,Eric Church,ACM Medley 2022,0
1418,Eric Church,For John. Thank You.,0
1419,Eric Church,Who Will Answer The Call?,0
1420,Eric Church,Crazyland,0
1421,Eric Church,Russian Roulette,0
1422,Eric Church,Double Down Tour,0
1423,CKay,CKay surprises fans with a Phone Call and Love Nwantiti Performance,0
1424,CKay,HALLELUJAH,0
1425,CKay,samson & delilah,0
1426,CKay,WAY FT. DJ LAMBO,0
1427,CKay,WATAWI,0
1428,CKay,I'M SINGLE,0
1429,CKay,soja,0
1430,Pop Smoke,MOOD SWINGS,0
1431,Pop Smoke,Don’t Know Em,0
1432,Pop Smoke,Paranoia,0
1433,Pop Smoke,AP,0
1434,Pop Smoke,WHAT YOU KNOW BOUT LOVE,0
1435,Pop Smoke,Brush Em,0
1436,Pop Smoke,Merci Beaucoup,0
1437,Eminem,Eminem Jimmy Kimmel Live “Venom” Performance – Presented by Google Pixel 3,0
1438,Eminem,You Gon' Learn,0
1439,Eminem,Guns Blazing,0
1440,Eminem,Stepdad,0
1441,Eminem,Clip 2,0
1442,Eminem,"‘Shazam' Trailer Ft. ""My Name Is""",0
1443,Eminem,Zeus,0
1444,Maroon 5,MAROON 5️⃣// 🇧🇷 & 🇵🇪 TOUR VIDEO // DIRECTED BY TRAVIS SCHNEIDER,0
1445,Maroon 5,Three Little Birds,0
1446,Maroon 5,Bad Bunny pays it back to a deaf fan who loves to dance.,0
1447,Maroon 5,Maroon 5 • VEVEY FOREVER • Making 'Hands All Over',0
1448,Maroon 5,Best Prank Ever,0
1449,Maroon 5,Kelly Clarkson crashes a fan’s wedding for the first dance.,0
1450,Maroon 5,Echo,0
1451,Lil Tjay,Misunderstood,0
1452,Lil Tjay,Sex Sounds,0
1453,Lil Tjay,June 22nd,0
1454,Lil Tjay,F.N,0
1455,Lil Tjay,"Lil Tjay, Fridayy, Khi Infinite",0
1456,Lil Tjay,Nuf Said,0
1457,Lil Tjay,222,0
1458,The Weeknd,World Class Sinner / I’m a Freak,0
1459,The Weeknd,Dawn FM,0
1460,The Weeknd,Family,0
1461,The Weeknd,Ordinary Life,0
1462,The Weeknd,Rockin’,0
1463,The Weeknd,Stargirl Interlude,0
1464,The Weeknd,Troye Sivan – My Sweet Lord,0
1465,YoungBoy Never Broke Again,Run Forest,0
1466,YoungBoy Never Broke Again,Sport Mode,0
1467,YoungBoy Never Broke Again,Sedated,0
1468,YoungBoy Never Broke Again,Big Truck,0
1469,YoungBoy Never Broke Again,Cemetery Lifestyle,0
1470,YoungBoy Never Broke Again,Dirty Thug,0
1471,YoungBoy Never Broke Again,"NBA YoungBoy, Bailey Zimmerman, Dermot Kennedy",0
1472,Mariah Carey,Always Be My Baby,0
1473,Mariah Carey,Butterfly,0
1474,Mariah Carey,Babydoll,0
1475,Mariah Carey,Fall in Love at Christmas,0
1476,Mariah Carey,Here Comes Santa Claus,0
1477,Mariah Carey,Mariah Carey’s YouTube Premium Afterparty,0
1478,Mariah Carey,Underneath the Stars,0
1479,Nelly,Iz U,0
1480,Nelly,Greed Hate Envy,0
1481,Nelly,Dilemma,0
1482,Nelly,The Champ,0
1483,Nelly,Tilt Ya Head Back,0
1484,Nelly,Hot In Herre,0
1485,Nelly,Vevo GO Shows: Move That Body,0
1486,Yung Bleu,You're Mines Still,1
1487,OneRepublic,I Ain't Worried,1
1488,DJ Khaled,Every Chance I Get,1
1489,DJ Khaled,Popstar,1
1490,Latto,Big Energy,1
1491,Jhay Cortez,Dakiti,1
1492,Parmalee,Take My Name,1
1493,Parmalee,Just The Way,1
1494,Rhenzy Feliz,We Don't Talk About Bruno,1
1495,Maren Morris,Chasing After You,1
1496,Maren Morris,Circles Around This Town,1
1497,Maren Morris,The Bones,1
1498,Old Dominion,One Man Band,1
1499,Zach Bryan,Something In The Orange,1
1500,Morgan Wallen,Broadway Girls,1
1501,Morgan Wallen,More Than My Hometown,1
1502,Morgan Wallen,Chasin' You,1
1503,Morgan Wallen,Whiskey Glasses,1
1504,Morgan Wallen,Flower Shops,1
1505,Morgan Wallen,Wasted On You,1
1506,Morgan Wallen,Sand In My Boots,1
1507,Morgan Wallen,You Proof,1
1508,Lil Mosey,Blueberry Faygo,1
1509,StaySolidRocky,Party Girl,1
1510,Luke Bryan,One Margarita,1
1511,Luke Bryan,Knockin' Boots,1
1512,Luke Bryan,Buy Dirt,1
1513,Calboy,Envy Me,1
1514,Brenda Lee,Rockin' Around The Christmas Tree,1
1515,Pinkfong,Baby Shark,1
1516,Harry Styles,Late Night Talking,1
1517,Harry Styles,Adore You,1
1518,Harry Styles,Watermelon Sugar,1
1519,Harry Styles,As It Was,1
1520,Powfu,Death Bed,1
1521,Cole Swindell,Never Say Never,1
1522,Cole Swindell,She Had Me At Heads Carolina,1
1523,Cole Swindell,Single Saturday Night,1
1524,DJ Snake,Taki Taki,1
1525,SpotemGottem,Beat Box,1
1526,J Balvin,I Like It,1
1527,J Balvin,RITMO (Bad Boys For Life),1
1528,Post Malone,One Right Now,1
1529,Post Malone,Circles,1
1530,Post Malone,I Like You (A Happier Song),1
1531,Post Malone,Better Now,1
1532,Post Malone,Wow.,1
1533,Post Malone,Sunflower (Spider-Man: Into The Spider-Verse),1
1534,Post Malone,Goodbyes,1
1535,H.E.R.,Slide,1
1536,Lil Durk,Broadway Girls,1
1537,Lil Durk,Laugh Now Cry Later,1
1538,Lil Durk,No More Parties,1
1539,Lil Durk,Back In Blood,1
1540,Lil Durk,What Happened To Virgil,1
1541,Lil Durk,Every Chance I Get,1
1542,JP Saxe,If The World Was Ending,1
1543,Dean Lewis,Be Alright,1
1544,Juice WRLD,Wishing Well,1
1545,Juice WRLD,Bandit,1
1546,Juice WRLD,Come & Go,1
1547,Juice WRLD,Robbery,1
1548,Juice WRLD,Suicidal,1
1549,Juice WRLD,Lucid Dreams,1
1550,Juice WRLD,Godzilla,1
1551,Adele,Easy On Me,1
1552,Adele,Oh My God,1
1553,Internet Money,Lemonade,1
1554,Ritt Momney,Put Your Records On,1
1555,Masked Wolf,Astronaut In The Ocean,1
1556,benny blanco,Lonely,1
1557,benny blanco,Eastside,1
1558,THE ANXIETY: WILLOW,Meet Me At Our Spot,1
1559,DaBaby,Beat Box,1
1560,DaBaby,Cry Baby,1
1561,DaBaby,BOP,1
1562,DaBaby,My Oh My,1
1563,DaBaby,Suge,1
1564,DaBaby,For The Night,1
1565,DaBaby,Whats Poppin,1
1566,DaBaby,Baby,1
1567,DaBaby,Rockstar,1
1568,DaBaby,Cash Shit,1
1569,24kGoldn,Mood,1
1570,Carolina Gaitan,We Don't Talk About Bruno,1
1571,Future,Way 2 Sexy,1
1572,Future,Life Is Good,1
1573,Future,Pushin P,1
1574,Future,Wait For U,1
1575,Future,Puffin On Zootiez,1
1576,Kane Brown,Famous Friends,1
1577,Kane Brown,Be Like That,1
1578,Kane Brown,One Mississippi,1
1579,Kane Brown,Homesick,1
1580,Kane Brown,Good As You,1
1581,Kane Brown,Like I Love Country Music,1
1582,Kane Brown,One Thing Right,1
1583,Blanco Brown,The Git Up,1
1584,Blanco Brown,Just The Way,1
1585,P!nk,Walk Me Home,1
1586,P!nk,One Too Many,1
1587,Rod Wave,Tombstone,1
1588,Rod Wave,Rags2Riches,1
1589,Rod Wave,Heart On Ice,1
1590,Khalid,Be Like That,1
1591,Khalid,Beautiful People,1
1592,Khalid,Better,1
1593,Khalid,Love Lies,1
1594,Khalid,Eastside,1
1595,Khalid,Talk,1
1596,blackbear,My Ex's Best Friend,1
1597,blackbear,Hot Girl Bummer,1
1598,Ryan Hurd,Chasing After You,1
1599,Kodak Black,Super Gremlin,1
1600,Kodak Black,ZEZE,1
1601,Kodak Black,Wake Up In The Sky,1
1602,City Girls,Act Up,1
1603,Florida Georgia Line,Drinkin' Beer. Talkin' God. Amen.,1
1604,Florida Georgia Line,Talk You Out Of It,1
1605,Florida Georgia Line,Lil Bit,1
1606,Bailey Zimmerman,Rock And A Hard Place,1
1607,Bailey Zimmerman,Fall In Love,1
1608,Niko Moon,Good Time,1
1609,Bastille,Happier,1
1610,Tate McRae,You Broke Me First.,1
1611,Tate McRae,She's All I Wanna Be,1
1612,Blueface,Thotiana,1
1613,Drake,Going Bad,1
1614,Drake,Laugh Now Cry Later,1
1615,Drake,Wants And Needs,1
1616,Drake,Toosie Slide,1
1617,Drake,No Guidance,1
1618,Drake,Knife Talk,1
1619,Drake,Way 2 Sexy,1
1620,Drake,Popstar,1
1621,Drake,Money In The Grave,1
1622,Drake,Life Is Good,1
1623,Drake,What's Next,1
1624,Drake,Jimmy Cooks,1
1625,Drake,You're Mines Still,1
1626,Drake,Wait For U,1
1627,Drake,MIA,1
1628,Normani,Dancing With A Stranger,1
1629,Normani,Love Lies,1
1630,Mae Muller,Better Days,1
1631,Arizona Zervas,Roxanne,1
1632,Becky G,MAMIII,1
1633,SZA,Kiss Me More,1
1634,SZA,I Hate U,1
1635,SZA,Good Days,1
1636,Jason Aldean,If I Didn't Love You,1
1637,Jason Aldean,Got What I Got,1
1638,Jason Aldean,Trouble With A Heartbreak,1
1639,Bazzi,Beautiful,1
1640,Taylor Swift,All Too Well (Taylor's Version),1
1641,Taylor Swift,ME!,1
1642,Taylor Swift,You Need To Calm Down,1
1643,Taylor Swift,Willow,1
1644,Meek Mill,Going Bad,1
1645,BTS,Butter,1
1646,BTS,Dynamite,1
1647,Lil Tecca,Ran$om,1
1648,Glass Animals,Heat Waves,1
1649,Diplo,Close To Me,1
1650,Nicky Youre,Sunroof,1
1651,Machine Gun Kelly,My Ex's Best Friend,1
1652,Ellie Goulding,Close To Me,1
1653,Surfaces,Sunday Best,1
1654,Bobby Helms,Jingle Bell Rock,1
1655,Kid Cudi,The Scotts,1
1656,YNW Melly,Murder On My Mind,1
1657,YNW Melly,Suicidal,1
1658,Lil Baby,We Paid,1
1659,Lil Baby,Wants And Needs,1
1660,Lil Baby,Emotionally Scarred,1
1661,Lil Baby,Woah,1
1662,Lil Baby,On Me,1
1663,Lil Baby,Drip Too Hard,1
1664,Lil Baby,For The Night,1
1665,Lil Baby,Every Chance I Get,1
1666,Lil Baby,Close Friends,1
1667,Lil Baby,In A Minute,1
1668,Lil Baby,Baby,1
1669,Lil Baby,The Bigger Picture,1
1670,Lil Baby,Sum 2 Prove,1
1671,Offset,ZEZE,1
1672,Offset,Clout,1
1673,Lizzo,Truth Hurts,1
1674,Lizzo,Good As Hell,1
1675,Lizzo,About Damn Time,1
1676,Megan Thee Stallion,Sweetest Pie,1
1677,Megan Thee Stallion,WAP,1
1678,Megan Thee Stallion,Cry Baby,1
1679,Megan Thee Stallion,Savage,1
1680,Megan Thee Stallion,Thot Shit,1
1681,Megan Thee Stallion,Hot Girl Summer,1
1682,Megan Thee Stallion,Body,1
1683,Megan Thee Stallion,Beautiful Mistakes,1
1684,Megan Thee Stallion,34+35,1
1685,Megan Thee Stallion,Cash Shit,1
1686,SAINt JHN,Roses,1
1687,Camila Cabello,My Oh My,1
1688,Camila Cabello,Beautiful,1
1689,Camila Cabello,Senorita,1
1690,Camila Cabello,Bam Bam,1
1691,Giveon,Heartbreak Anniversary,1
1692,Giveon,Peaches,1
1693,JID,Enemy,1
1694,Lady Gaga,Shallow,1
1695,Lady Gaga,Rain On Me,1
1696,Billie Eilish,Therefore I Am,1
1697,Billie Eilish,Everything I Wanted,1
1698,Billie Eilish,When The Party's Over,1
1699,Billie Eilish,Happier Than Ever,1
1700,Billie Eilish,Bury A Friend,1
1701,Billie Eilish,Bad Guy,1
1702,Carly Pearce,I Hope You're Happy Now,1
1703,Jawsh 685,Savage Love (Laxed - Siren Beat),1
1704,Diane Guerrero,We Don't Talk About Bruno,1
1705,Chencho Corleone,Me Porto Bonito,1
1706,Mooski,Track Star,1
1707,Shawn Mendes,If I Can't Have You,1
1708,Shawn Mendes,Senorita,1
1709,Burl Ives,A Holly Jolly Christmas,1
1710,Tones And I,Dance Monkey,1
1711,Gucci Mane,Wake Up In The Sky,1
1712,Young Thug,Hot,1
1713,Young Thug,Way 2 Sexy,1
1714,Young Thug,Pushin P,1
1715,Young Thug,Go Crazy,1
1716,Young Thug,The London,1
1717,Young Thug,Goodbyes,1
1718,BRS Kash,Throat Baby (Go Baby),1
1719,Jordan Davis,Buy Dirt,1
1720,GAYLE,abcdefu,1
1721,Tae,Die From A Broken Heart,1
1722,Surf Mesa,ily,1
1723,THE SCOTTS,The Scotts,1
1724,SHAED,Trampoline,1
1725,Rauw Alejandro,Todo de Ti,1
1726,Rauw Alejandro,Party,1
1727,Elton John,Cold Heart (PNAU Remix),1
1728,Marshmello,Come & Go,1
1729,Marshmello,Happier,1
1730,Marshmello,One Thing Right,1
1731,Marshmello,Leave Before You Love Me,1
1732,Tyler Cole,Meet Me At Our Spot,1
1733,Chris Brown,No Guidance,1
1734,Chris Brown,Go Crazy,1
1735,Joji,Glimpse Of Us,1
1736,Daddy Yankee,Con Calma,1
1737,JNR CHOI,To The Moon!,1
1738,Miranda Lambert,Bluebird,1
1739,Halsey,You Should Be Sad,1
1740,Halsey,Eastside,1
1741,Halsey,Without Me,1
1742,5 Seconds Of Summer,Youngblood,1
1743,Ed Sheeran,Shivers,1
1744,Ed Sheeran,Bam Bam,1
1745,Ed Sheeran,Beautiful People,1
1746,Ed Sheeran,Bad Habits,1
1747,Ed Sheeran,I Don't Care,1
1748,Olivia Rodrigo,Traitor,1
1749,Olivia Rodrigo,Deja Vu,1
1750,Olivia Rodrigo,Drivers License,1
1751,Olivia Rodrigo,Good 4 U,1
1752,CJ,Whoopty,1
1753,Imagine Dragons,Enemy,1
1754,Tyler Hubbard,5 Foot 9,1
1755,Lainey Wilson,Things A Man Oughta Know,1
1756,Lainey Wilson,Never Say Never,1
1757,Sam Smith,Unholy,1
1758,Sam Smith,Dancing With A Stranger,1
1759,Sam Smith,How Do You Sleep?,1
1760,Swae Lee,Close To Me,1
1761,Swae Lee,Be Like That,1
1762,Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),1
1763,A Boogie Wit da Hoodie,Swervin,1
1764,A Boogie Wit da Hoodie,Look Back At It,1
1765,Bad Bunny,Efecto,1
1766,Bad Bunny,Ojitos Lindos,1
1767,Bad Bunny,Moscow Mule,1
1768,Bad Bunny,I Like It,1
1769,Bad Bunny,Party,1
1770,Bad Bunny,Despues de La Playa,1
1771,Bad Bunny,Yonaguni,1
1772,Bad Bunny,Dakiti,1
1773,Bad Bunny,Titi Me Pregunto,1
1774,Bad Bunny,Me Porto Bonito,1
1775,Bad Bunny,MIA,1
1776,Kim Petras,Unholy,1
1777,Chase Rice,Drinkin' Beer. Talkin' God. Amen.,1
1778,Chase Rice,Eyes On You,1
1779,Stephanie Beatriz,We Don't Talk About Bruno,1
1780,The Kid LAROI,Without You,1
1781,The Kid LAROI,Stay,1
1782,Duncan Laurence,Arcade,1
1783,Russell Dickerson,She Likes It,1
1784,Nicki Minaj,Hot Girl Summer,1
1785,Nicki Minaj,Super Freaky Girl,1
1786,Ella Mai,Trip,1
1787,NLE Choppa,Shotta Flow,1
1788,NLE Choppa,Walk Em Down,1
1789,Cardi B,Please Me,1
1790,Cardi B,WAP,1
1791,Cardi B,I Like It,1
1792,Cardi B,Up,1
1793,Cardi B,Clout,1
1794,Cardi B,Money,1
1795,Cardi B,Taki Taki,1
1796,Cardi B,Girls Like You,1
1797,Doja Cat,Say So,1
1798,Doja Cat,Need To Know,1
1799,Doja Cat,Juicy,1
1800,Doja Cat,You Right,1
1801,Doja Cat,Best Friend,1
1802,Doja Cat,Woman,1
1803,Doja Cat,Streets,1
1804,Doja Cat,I Like You (A Happier Song),1
1805,Doja Cat,Vegas,1
1806,Doja Cat,Kiss Me More,1
1807,Doja Cat,Get Into It (Yuh),1
1808,Doja Cat,34+35,1
1809,Migos,Pure Water,1
1810,Scotty McCreery,Damn Strait,1
1811,Black Eyed Peas,RITMO (Bad Boys For Life),1
1812,Sam Tompkins,To The Moon!,1
1813,Gwen Stefani,Nobody But You,1
1814,Jake Scott,She Likes It,1
1815,Beyonce,Break My Soul,1
1816,Tyga,Juicy,1
1817,Sheck Wes,Mo Bamba,1
1818,Ty Dolla $ign,Hot Girl Summer,1
1819,Adassa,We Don't Talk About Bruno,1
1820,J. Cole,The London,1
1821,J. Cole,Middle Child,1
1822,Keith Urban,One Too Many,1
1823,Maddie,Die From A Broken Heart,1
1824,Pooh Shiesty,Beat Box,1
1825,Pooh Shiesty,Back In Blood,1
1826,Social House,Boyfriend,1
1827,Lauren Daigle,You Say,1
1828,Katy Perry,Con Calma,1
1829,Thomas Rhett,Look What God Gave Her,1
1830,Thomas Rhett,What's Your Country Song,1
1831,Jonas Brothers,Sucker,1
1832,Jonas Brothers,Only Human,1
1833,Jonas Brothers,Leave Before You Love Me,1
1834,Mauro Castillo,We Don't Talk About Bruno,1
1835,Polo G,Rapstar,1
1836,Polo G,Better Days,1
1837,Polo G,Pop Out,1
1838,ERNEST,Flower Shops,1
1839,Maneskin,Beggin',1
1840,dazy,Sunroof,1
1841,Ariana Grande,Positions,1
1842,Ariana Grande,Save Your Tears,1
1843,Ariana Grande,Breathin,1
1844,Ariana Grande,Boyfriend,1
1845,Ariana Grande,Stuck With U,1
1846,Ariana Grande,"Thank U, Next",1
1847,Ariana Grande,pov,1
1848,Ariana Grande,7 Rings,1
1849,Ariana Grande,34+35,1
1850,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",1
1851,Ariana Grande,Rain On Me,1
1852,Justin Bieber,Lonely,1
1853,Justin Bieber,"10,000 Hours",1
1854,Justin Bieber,Intentions,1
1855,Justin Bieber,Stuck With U,1
1856,Justin Bieber,Stay,1
1857,Justin Bieber,Holy,1
1858,Justin Bieber,Essence,1
1859,Justin Bieber,Yummy,1
1860,Justin Bieber,Ghost,1
1861,Justin Bieber,Peaches,1
1862,Justin Bieber,I Don't Care,1
1863,Justin Bieber,Anyone,1
1864,Muni Long,Hrs And Hrs,1
1865,Trevor Daniel,Falling,1
1866,Coi Leray,No More Parties,1
1867,Gabby Barrett,I Hope,1
1868,Gabby Barrett,The Good Ones,1
1869,AJR,Bang!,1
1870,Panic! At The Disco,"Hey Look Ma, I Made It",1
1871,Panic! At The Disco,High Hopes,1
1872,Chris Young,Famous Friends,1
1873,Luke Combs,The Kind Of Love We Make,1
1874,Luke Combs,Doin' This,1
1875,Luke Combs,Better Together,1
1876,Luke Combs,Lovin' On You,1
1877,Luke Combs,Forever After All,1
1878,Luke Combs,Beer Never Broke My Heart,1
1879,Luke Combs,Beautiful Crazy,1
1880,Luke Combs,Does To Me,1
1881,Luke Combs,Even Though I'm Leaving,1
1882,Saweetie,Best Friend,1
1883,Saweetie,My Type,1
1884,Lee Brice,Rumor,1
1885,Lee Brice,I Hope You're Happy Now,1
1886,Lee Brice,One Of Them Girls,1
1887,Bruno Mars,Please Me,1
1888,Bruno Mars,Smokin Out The Window,1
1889,Bruno Mars,Wake Up In The Sky,1
1890,Bruno Mars,Leave The Door Open,1
1891,Roddy Ricch,The Woo,1
1892,Roddy Ricch,Ballin',1
1893,Roddy Ricch,High Fashion,1
1894,Roddy Ricch,Late At Night,1
1895,Roddy Ricch,The Box,1
1896,Roddy Ricch,Rockstar,1
1897,Roddy Ricch,Walk Em Down,1
1898,Em Beihold,Numb Little Bug,1
1899,42 Dugg,We Paid,1
1900,Jhene Aiko,P*$$y Fairy (OTW),1
1901,YK Osiris,Worth It,1
1902,Jessica Darrow,Surface Pressure,1
1903,Sam Hunt,Hard To Forget,1
1904,Mustard,High Fashion,1
1905,Mustard,Ballin',1
1906,Mustard,Pure Water,1
1907,Karol G,Provenza,1
1908,Karol G,MAMIII,1
1909,Jon Pardi,Last Night Lonely,1
1910,Chris Stapleton,Starting Over,1
1911,Chris Stapleton,You Should Probably Leave,1
1912,Jack Harlow,Whats Poppin,1
1913,Jack Harlow,First Class,1
1914,Jack Harlow,Industry Baby,1
1915,Kali Uchis,Telepatia,1
1916,Travis Scott,The Scotts,1
1917,Travis Scott,ZEZE,1
1918,Travis Scott,HIGHEST IN THE ROOM,1
1919,Travis Scott,The London,1
1920,Travis Scott,Sicko Mode,1
1921,Blake Shelton,God's Country,1
1922,Blake Shelton,Nobody But You,1
1923,Walker Hayes,Fancy Like,1
1924,Walker Hayes,AA,1
1925,Ava Max,Sweet But Psycho,1
1926,Ava Max,Kings & Queens,1
1927,Steve Lacy,Bad Habit,1
1928,Cody Johnson,'Til You Can't,1
1929,Dan + Shay,Tequila,1
1930,Dan + Shay,"10,000 Hours",1
1931,Dan + Shay,Glad You Exist,1
1932,Dan + Shay,All To Myself,1
1933,Dan + Shay,Speechless,1
1934,Lauren Spencer-Smith,Fingers Crossed,1
1935,Bradley Cooper,Shallow,1
1936,Carrie Underwood,If I Didn't Love You,1
1937,Anderson .Paak,Smokin Out The Window,1
1938,Anderson .Paak,Leave The Door Open,1
1939,Flipp Dinero,Leave Me Alone,1
1940,Lewis Capaldi,Someone You Loved,1
1941,Lewis Capaldi,Before You Go,1
1942,Kate Bush,Running Up That Hill (A Deal With God),1
1943,NEIKED,Better Days,1
1944,Dua Lipa,Sweetest Pie,1
1945,Dua Lipa,Levitating,1
1946,Dua Lipa,Break My Heart,1
1947,Dua Lipa,Cold Heart (PNAU Remix),1
1948,Dua Lipa,We're Good,1
1949,Dua Lipa,Don't Start Now,1
1950,Lil Nas X,Montero (Call Me By Your Name),1
1951,Lil Nas X,Thats What I Want,1
1952,Lil Nas X,Old Town Road,1
1953,Lil Nas X,Panini,1
1954,Lil Nas X,Industry Baby,1
1955,Jason Derulo,Savage Love (Laxed - Siren Beat),1
1956,Wizkid,Essence,1
1957,Selena Gomez,Lose You To Love Me,1
1958,Selena Gomez,Taki Taki,1
1959,Encanto Cast,We Don't Talk About Bruno,1
1960,Bomba Estereo,Ojitos Lindos,1
1961,Gunna,Hot,1
1962,Gunna,Lemonade,1
1963,Gunna,Drip Too Hard,1
1964,Gunna,What Happened To Virgil,1
1965,Gunna,Pushin P,1
1966,BENEE,Supalonely,1
1967,21 Savage,Knife Talk,1
1968,21 Savage,A Lot,1
1969,21 Savage,Jimmy Cooks,1
1970,Dove Cameron,Boyfriend,1
1971,Moneybagg Yo,Time Today,1
1972,Moneybagg Yo,Said Sum,1
1973,Moneybagg Yo,Wockesha,1
1974,Eric Church,Hell Of A View,1
1975,Eric Church,Does To Me,1
1976,CKay,Love Nwantiti (Ah Ah Ah),1
1977,Pop Smoke,The Woo,1
1978,Pop Smoke,Dior,1
1979,Pop Smoke,Mood Swings,1
1980,Pop Smoke,What You Know Bout Love,1
1981,Pop Smoke,For The Night,1
1982,Eminem,Godzilla,1
1983,Maroon 5,Girls Like You,1
1984,Maroon 5,Beautiful Mistakes,1
1985,Maroon 5,Memories,1
1986,Lil Tjay,Mood Swings,1
1987,Lil Tjay,Calling My Phone,1
1988,Lil Tjay,Pop Out,1
